Neighborhood,Id,FinishedBasement,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Basement,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,BathTotal,KitchenAbvGr,TotRmsAbvGrd,GarageCars,WoodDeckSF,OpenPorchSF,LOG(Porch),EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice,Zeros,YearBuilt2,YearsFromNow,LOG(YFN),OverallQual,OverallCond,ExterQual_NUM,ExterCond_NUM,KitchenQual_NUM,QUALITY,logqual,tot_porch
OldTown,1133,0,0,0,1008,1,1008,1178,1032,2210,0,0,2,0,5,2,1,8,1,0,48,1.681241237,0,0,0,0,117500,11,1880,140,2.146128036,6,4,3,3,2,18,1.568201724,0
OldTown,1149,0,0,0,572,1,572,572,539,1111,0,0,1,0,2,1,1,5,1,0,0,0.01,176,0,0,0,116900,11,1926,94,1.973127854,7,7,3,3,3,23,1.806179974,176
OldTown,1150,1,624,0,26,1,650,832,650,1482,0,1,1,0,3,1,1,7,2,0,0,0.01,0,0,0,0,143000,9,1920,100,2,7,9,3,4,3,26,1.908485019,0
OldTown,1178,1,468,0,350,1,818,818,406,1224,0,0,1,0,3,1,1,5,1,0,0,0.01,116,0,0,0,115000,9,1926,94,1.973127854,6,8,3,3,3,23,1.799340549,116
OldTown,1184,1,821,0,299,1,1120,1130,0,1130,1,0,1,0,2,1,1,5,2,229,0,0.01,0,0,0,0,120000,9,1920,100,2,5,6,3,3,3,20,1.653212514,0
OldTown,1187,1,440,0,538,1,978,1014,685,1699,1,0,2,0,3,2,2,7,2,0,74,1.86923172,0,0,0,0,95000,8,1900,120,2.079181246,3,5,3,3,3,17,1.477121255,0
OldTown,1193,0,0,0,702,1,702,842,630,1472,0,0,1,0,3,1,1,6,1,0,0,0.01,84,0,0,0,125000,11,1925,95,1.977723605,5,8,3,3,4,23,1.755874856,84
OldTown,1198,0,0,0,815,1,815,815,875,1690,0,0,1,0,3,1,1,7,1,0,0,0.01,330,0,0,0,144000,11,1916,104,2.017033339,7,6,3,3,3,22,1.755874856,330
OldTown,1249,1,319,0,416,1,735,1134,924,2058,0,0,1,1,3,1.5,1,8,2,0,0,0.01,259,0,0,0,129500,8,1917,103,2.012837225,6,5,3,3,3,20,1.653212514,259
OldTown,1267,0,0,0,925,1,925,964,925,1889,0,0,1,1,4,1.5,2,9,1,0,0,0.01,264,0,0,0,122000,10,1910,110,2.041392685,7,4,2,3,3,19,1.602059991,264
OldTown,1293,0,0,0,994,1,994,1378,994,2372,0,0,2,0,4,2,2,11,1,0,287,2.457881897,0,0,0,0,107500,11,1892,128,2.10720997,5,4,3,3,3,18,1.544068044,0
OldTown,1309,1,144,608,172,1,924,1122,0,1122,1,0,1,0,2,1,1,6,2,0,36,1.556302501,0,0,0,0,147000,8,1948,72,1.857332496,5,7,3,3,4,22,1.716003344,0
OldTown,1329,1,493,0,1017,1,1510,1584,1208,2792,0,0,2,0,5,2,1,8,2,0,547,2.737987326,0,0,480,0,256000,8,1920,100,2,6,7,4,4,3,24,1.806179974,480
OldTown,1338,0,0,0,693,1,693,693,0,693,0,0,1,0,2,1,1,4,0,0,20,1.301029996,0,0,0,0,52500,13,1941,79,1.897627091,4,4,3,3,2,16,1.462397998,0
OldTown,1346,1,250,0,710,1,960,960,0,960,0,0,1,0,2,1,1,5,1,0,0,0.01,168,0,0,0,108500,10,1920,100,2,4,4,3,3,2,16,1.462397998,168
OldTown,1350,1,259,0,425,1,684,938,1215,2358,0,0,2,0,4,2,1,8,0,0,54,1.73239376,20,0,0,0,122000,9,1872,148,2.170261715,8,5,3,4,3,23,1.763427994,20
OldTown,1371,1,315,105,420,1,840,840,534,1374,0,0,1,0,2,1,1,6,1,0,0,0.01,198,0,0,0,105000,8,1920,100,2,4,6,2,3,3,18,1.556302501,198
OldTown,1383,0,0,0,596,1,596,998,764,1762,1,0,1,1,4,1.5,1,8,2,36,0,0.01,221,0,0,0,157000,8,1920,100,2,7,7,3,3,4,24,1.819543936,221
OldTown,1388,1,168,546,0,1,714,1664,862,2526,0,0,2,0,5,2,1,10,1,88,15,1.176091259,0,0,0,0,136000,8,1916,104,2.017033339,6,7,3,4,4,24,1.792391689,0
OldTown,1394,0,0,0,482,1,482,1221,691,1912,0,0,2,0,3,2,2,7,2,0,25,1.397940009,212,0,0,0,163000,10,1905,115,2.06069784,6,7,3,3,3,22,1.755874856,212
OldTown,1405,0,0,0,672,1,672,694,520,1214,0,0,1,0,3,1,1,6,3,216,0,0.01,160,0,0,0,105000,10,1915,105,2.021189299,3,4,3,3,3,16,1.431363764,160
OldTown,1409,0,0,0,622,1,622,741,622,1363,0,0,1,0,3,1,1,6,2,0,0,0.01,0,0,168,0,125500,11,1910,110,2.041392685,4,7,3,3,3,20,1.633468456,168
OldTown,1417,0,0,0,777,1,777,1246,1044,2290,0,0,2,0,4,2,2,11,2,0,0,0.01,114,0,0,0,122500,11,1885,135,2.130333768,4,6,3,3,3,19,1.591064607,114
OldTown,1429,1,510,0,278,1,788,804,0,804,1,0,1,0,2,1,1,4,1,0,0,0.01,154,0,0,0,119000,9,1940,80,1.903089987,5,7,3,4,4,23,1.740362689,154
OldTown,1433,0,0,0,656,1,656,968,0,968,0,0,2,0,4,2,1,5,1,0,0,0.01,0,0,0,0,64500,13,1927,93,1.968482949,4,6,3,3,3,19,1.591064607,0
OldTown,1439,1,600,0,312,1,912,1236,0,1236,1,0,1,0,2,1,1,6,2,0,158,2.198657087,158,0,0,0,149700,8,1957,63,1.799340549,6,7,3,3,3,22,1.755874856,158
Sawyer,11,1,906,0,134,1,1040,1040,0,1040,1,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,129500,10,1965,55,1.740362689,5,5,3,3,3,19,1.602059991,0
Sawyer,13,1,737,0,175,1,912,912,0,912,1,0,1,0,2,1,1,4,1,140,0,0.01,0,0,176,0,144000,8,1962,58,1.763427994,5,6,3,3,3,20,1.653212514,176
Sawyer,18,0,0,0,0,0,0,1296,0,1296,0,0,2,0,2,2,2,6,2,0,0,0.01,0,0,0,0,90000,16,1967,53,1.72427587,4,5,3,3,3,18,1.544068044,0
Sawyer,25,1,188,668,204,1,1060,1060,0,1060,1,0,1,0,3,1,1,6,1,406,90,1.954242509,0,0,0,0,154000,7,1968,52,1.716003344,5,8,3,4,4,24,1.77815125,0
Sawyer,32,0,0,0,1228,1,1228,1228,0,1228,0,0,1,1,3,1.5,1,6,1,0,65,1.812913357,0,0,0,0,149350,11,1966,54,1.73239376,5,6,3,3,4,21,1.672097858,0
Sawyer,50,1,763,0,192,1,955,955,0,955,1,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,127000,10,1966,54,1.73239376,5,7,3,3,3,21,1.698970004,0
Sawyer,79,0,0,0,1768,1,1768,1768,0,1768,0,0,2,0,4,2,2,8,0,0,0,0.01,0,0,0,0,136500,14,1968,52,1.716003344,4,5,3,3,3,18,1.544068044,0
Sawyer,117,1,170,670,252,1,1092,1092,0,1092,0,1,1,0,3,1,1,6,1,0,20,1.301029996,144,0,0,0,139000,7,1962,58,1.763427994,5,5,3,3,3,19,1.602059991,144
Sawyer,135,1,570,0,891,1,1461,1721,0,1721,0,0,2,1,3,2.5,1,7,2,0,96,1.982271233,180,0,0,0,180000,8,1968,52,1.716003344,5,6,3,3,3,20,1.653212514,180
Sawyer,145,1,1332,0,396,1,1728,1728,0,1728,1,0,2,0,6,2,2,10,2,0,0,0.01,0,0,0,0,125000,10,1963,57,1.755874856,5,5,3,3,3,19,1.602059991,0
Sawyer,178,1,57,441,554,1,1052,1252,668,1920,1,0,2,0,4,2,1,8,2,0,0,0.01,0,0,0,0,172500,8,1958,62,1.792391689,5,5,4,4,4,22,1.69019608,0
Sawyer,207,0,0,0,1140,1,1140,1696,0,1696,0,0,1,1,3,1.5,1,8,1,0,30,1.477121255,0,0,0,0,143900,11,1962,58,1.763427994,5,5,3,4,3,20,1.633468456,0
Sawyer,229,1,842,0,70,1,912,912,0,912,0,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,125000,11,1967,53,1.72427587,5,5,3,3,3,19,1.602059991,0
Sawyer,263,1,506,0,0,1,506,1212,0,1212,1,0,1,0,3,1,1,6,2,292,12,1.079181246,0,0,0,0,151000,9,1977,43,1.633468456,6,7,3,3,3,22,1.755874856,0
Sawyer,289,1,450,0,432,1,882,900,0,900,0,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,122000,11,1967,53,1.72427587,5,5,3,4,3,20,1.633468456,0
Sawyer,403,0,0,0,672,1,672,672,0,672,0,0,1,0,2,1,1,4,1,168,0,0.01,0,0,0,0,108000,12,1940,80,1.903089987,5,8,3,3,3,22,1.740362689,0
Sawyer,406,1,1116,0,165,1,1281,1620,0,1620,1,0,2,0,3,2,1,8,2,120,78,1.892094603,0,0,0,0,150000,8,1976,44,1.643452676,4,4,3,3,3,17,1.491361694,0
Sawyer,417,1,209,0,463,1,672,672,728,1400,0,0,1,1,3,1.5,1,6,2,0,0,0.01,0,0,0,0,149500,9,1978,42,1.62324929,6,7,3,3,3,22,1.755874856,0
Sawyer,463,1,553,311,0,1,864,864,0,864,0,0,1,0,3,1,1,5,1,0,0,0.01,236,0,0,0,62383,10,1965,55,1.740362689,5,5,3,3,3,19,1.602059991,236
Sawyer,476,1,630,0,340,1,970,970,0,970,1,0,1,0,2,1,1,5,2,0,24,1.380211242,0,0,192,0,132500,8,1963,57,1.755874856,5,6,3,3,3,20,1.653212514,192
Sawyer,485,1,588,0,411,1,999,999,0,999,1,0,1,0,3,1,1,6,1,0,132,2.120573931,0,0,0,0,132500,9,1962,58,1.763427994,5,7,3,4,4,23,1.740362689,0
Sawyer,499,1,450,0,414,1,864,899,0,899,0,0,1,0,3,1,1,5,1,64,0,0.01,0,0,0,0,130000,10,1967,53,1.72427587,5,7,3,3,4,22,1.716003344,0
Sawyer,539,1,673,0,378,1,1051,1159,0,1159,0,0,1,1,3,1.5,1,7,1,466,0,0.01,0,0,0,0,158000,9,1968,52,1.716003344,5,5,3,3,3,19,1.602059991,0
Sawyer,561,1,1302,0,90,1,1392,1392,0,1392,1,0,1,1,3,1.5,1,5,2,0,0,0.01,0,0,95,0,121500,8,1957,63,1.799340549,5,6,3,3,3,20,1.653212514,95
Sawyer,578,1,328,551,285,1,1164,1320,0,1320,1,0,1,0,3,1,1,6,2,160,68,1.832508913,240,0,0,0,164500,6,1966,54,1.73239376,5,6,3,3,3,20,1.653212514,240
Sawyer,588,1,672,0,168,1,840,860,0,860,1,0,1,0,2,1,1,4,2,0,0,0.01,0,0,0,0,137000,10,1982,38,1.579783597,5,6,3,3,3,20,1.653212514,0
Sawyer,610,1,903,0,126,1,1029,1029,0,1029,1,0,1,0,3,1,1,5,1,64,0,0.01,39,0,0,0,118500,8,1961,59,1.770852012,4,5,3,2,3,17,1.505149978,39
Sawyer,623,1,560,0,420,1,980,980,0,980,0,0,1,0,3,1,1,6,2,192,0,0.01,0,0,0,0,135000,10,1977,43,1.633468456,5,6,3,3,3,20,1.653212514,0
Sawyer,669,1,988,0,200,1,1188,1437,0,1437,1,0,1,1,3,1.5,1,6,2,304,0,0.01,0,0,0,0,168000,8,1956,64,1.806179974,5,6,3,3,3,20,1.653212514,0
Sawyer,680,1,827,0,161,1,988,988,0,988,1,0,1,0,3,1,1,5,2,0,0,0.01,0,0,0,0,128500,10,1961,59,1.770852012,5,5,3,3,3,19,1.602059991,0
Sawyer,699,1,553,117,224,1,894,894,0,894,1,0,1,0,3,1,1,5,1,416,144,2.158362492,0,0,0,0,138500,7,1965,55,1.740362689,5,8,3,4,3,23,1.763427994,0
Sawyer,710,0,0,0,876,1,876,904,0,904,0,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,109900,13,1966,54,1.73239376,5,7,3,3,3,21,1.698970004,0
Sawyer,715,1,533,0,192,1,725,725,754,1479,0,0,2,1,3,2.5,1,6,2,0,44,1.643452676,0,0,0,0,130500,8,1976,44,1.643452676,6,8,4,3,4,25,1.832508913,0
Sawyer,734,1,594,0,270,1,864,1144,0,1144,1,0,1,0,3,1,1,6,1,165,0,0.01,0,0,0,0,131400,9,1961,59,1.770852012,5,6,3,3,3,20,1.653212514,0
Sawyer,735,0,0,0,948,1,948,948,0,948,0,0,1,0,3,1,1,6,1,147,0,0.01,0,0,0,0,108000,12,1968,52,1.716003344,5,5,3,3,3,19,1.602059991,0
Sawyer,742,1,832,0,80,1,912,912,0,912,1,1,1,0,3,1,1,5,1,168,0,0.01,0,0,0,0,142000,8,1961,59,1.770852012,6,8,3,4,4,25,1.832508913,0
Sawyer,744,1,444,0,76,1,520,1464,0,1464,0,1,2,0,3,2,1,6,2,302,0,0.01,0,0,100,0,175000,8,1963,57,1.755874856,5,6,3,3,3,20,1.653212514,100
Sawyer,758,1,438,0,234,1,672,672,714,1386,0,0,2,1,3,2.5,1,6,2,335,0,0.01,0,0,0,0,158900,8,1978,42,1.62324929,6,5,3,3,3,20,1.653212514,0
Sawyer,771,1,685,0,173,1,858,858,0,858,1,0,1,0,2,1,1,5,2,120,0,0.01,0,0,0,0,134900,9,1982,38,1.579783597,5,5,3,3,3,19,1.602059991,0
Sawyer,778,1,762,0,102,1,864,894,0,894,1,0,1,0,3,1,1,5,2,241,0,0.01,0,0,0,0,142500,9,1974,46,1.662757832,5,5,3,3,3,19,1.602059991,0
Sawyer,797,0,0,0,660,1,660,1285,0,1285,0,0,1,1,3,1.5,1,7,2,138,0,0.01,0,0,0,0,143500,11,1977,43,1.633468456,6,5,3,3,3,20,1.653212514,0
Sawyer,836,1,442,0,625,1,1067,1067,0,1067,0,0,2,0,2,2,1,4,2,290,0,0.01,0,0,0,0,128000,10,1950,70,1.84509804,4,7,3,3,4,21,1.653212514,0
Sawyer,846,1,1390,0,0,1,1390,1701,0,1701,1,0,2,0,3,2,1,6,2,0,0,0.01,0,0,0,0,171000,11,1975,45,1.653212514,5,5,3,3,3,19,1.602059991,0
Sawyer,855,1,306,1085,372,1,1763,1779,0,1779,1,0,1,1,3,1.5,1,6,2,0,418,2.621176282,0,0,312,0,170000,6,1955,65,1.812913357,5,4,3,3,3,18,1.544068044,312
Sawyer,856,1,659,0,381,1,1040,1040,0,1040,1,0,1,1,3,1.5,1,6,1,0,104,2.017033339,0,0,0,0,127000,8,1962,58,1.763427994,5,8,3,4,3,23,1.763427994,0
Sawyer,862,1,841,0,198,1,1039,1039,0,1039,1,0,1,1,3,1.5,1,6,2,0,0,0.01,0,0,0,0,131500,9,1965,55,1.740362689,5,4,3,3,3,18,1.544068044,0
Sawyer,868,1,932,0,108,1,1040,1120,0,1120,1,0,1,1,3,1.5,1,5,2,168,0,0.01,0,0,0,0,129000,8,1961,59,1.770852012,4,5,3,3,2,17,1.51851394,0
Sawyer,879,1,899,0,210,1,1109,1155,0,1155,1,0,1,0,3,1,1,6,2,192,0,0.01,0,0,0,0,148000,9,1961,59,1.770852012,5,7,3,3,4,22,1.716003344,0
Sawyer,892,1,226,500,192,1,918,918,765,1683,0,0,2,1,3,2.5,1,7,2,243,0,0.01,0,0,0,0,172500,7,1978,42,1.62324929,6,5,3,3,3,20,1.653212514,0
Sawyer,893,1,663,0,396,1,1059,1068,0,1068,0,1,1,0,3,1,1,6,1,192,0,0.01,0,0,0,0,154500,9,1963,57,1.755874856,6,8,3,3,3,23,1.799340549,0
Sawyer,894,1,1064,0,319,1,1383,1383,0,1383,1,0,1,0,3,1,1,6,1,511,116,2.064457989,0,0,0,0,165000,8,1954,66,1.819543936,5,5,3,3,3,19,1.602059991,0
Sawyer,900,1,465,0,447,1,912,1236,0,1236,0,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,135000,11,1961,59,1.770852012,5,7,3,3,3,21,1.698970004,0
Sawyer,905,1,599,0,277,1,876,902,0,902,0,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,125500,11,1967,53,1.72427587,5,6,3,3,3,20,1.653212514,0
Sawyer,958,1,417,0,640,1,1057,1057,0,1057,0,0,1,0,3,1,1,6,2,0,0,0.01,0,0,0,0,132000,11,1962,58,1.763427994,5,5,3,3,3,19,1.602059991,0
Sawyer,980,1,651,0,470,1,1121,1121,0,1121,1,0,1,0,3,1,1,5,2,0,80,1.903089987,0,0,0,0,139000,9,1963,57,1.755874856,5,6,3,3,3,20,1.653212514,0
Sawyer,1011,0,0,0,720,1,720,720,551,1271,0,0,2,0,4,2,1,7,1,0,0,0.01,108,0,0,0,135000,11,1948,72,1.857332496,5,5,3,3,3,19,1.602059991,108
Sawyer,1041,1,168,682,284,1,1134,1803,0,1803,1,0,2,0,3,2,1,8,2,0,0,0.01,0,0,0,0,155000,9,1957,63,1.799340549,5,4,3,3,3,18,1.544068044,0
Sawyer,1082,1,824,0,216,1,1040,1040,0,1040,1,0,1,1,3,1.5,1,5,1,0,0,0.01,220,0,0,0,133000,8,1963,57,1.755874856,5,5,3,3,3,19,1.602059991,220
Sawyer,1118,1,702,0,192,1,894,894,0,894,1,0,1,0,3,1,1,5,2,0,0,0.01,0,0,0,0,130000,10,1967,53,1.72427587,5,7,3,3,4,22,1.716003344,0
Sawyer,1119,0,0,0,533,1,533,1021,580,1601,0,1,1,0,3,1,1,6,1,280,34,1.531478917,0,0,0,0,140000,9,1958,62,1.792391689,5,6,3,4,3,21,1.681241237,0
Sawyer,1138,0,0,0,780,1,780,780,240,1020,0,0,1,0,2,1,1,6,0,0,0,0.01,176,0,0,0,94000,12,1875,145,2.161368002,5,8,3,4,3,23,1.763427994,176
Sawyer,1144,1,288,0,718,1,1006,1006,0,1006,0,0,1,0,3,1,1,5,0,0,24,1.380211242,0,0,0,0,80000,11,1959,61,1.785329835,5,3,3,3,3,17,1.477121255,0
Sawyer,1163,1,492,0,402,1,894,894,0,894,0,0,1,0,3,1,1,5,2,0,0,0.01,0,0,0,0,129000,11,1968,52,1.716003344,5,5,3,3,3,19,1.602059991,0
Sawyer,1164,1,1198,0,0,1,1198,1258,0,1258,2,0,0,2,0,1,2,6,2,120,0,0.01,0,0,0,0,108959,11,1969,51,1.707570176,4,4,3,3,3,17,1.491361694,0
Sawyer,1195,1,371,0,292,1,663,663,689,1352,0,0,1,1,4,1.5,1,7,1,379,36,1.556302501,0,0,0,0,158000,7,1969,51,1.707570176,6,7,3,3,3,22,1.755874856,0
Sawyer,1200,1,547,0,504,1,1051,1382,0,1382,0,0,1,1,3,1.5,1,6,2,0,82,1.913813852,0,0,0,0,148000,9,1963,57,1.755874856,4,5,3,3,3,18,1.544068044,0
Sawyer,1214,1,648,0,0,1,648,960,0,960,1,1,0,0,0,0,1,3,1,88,0,0.01,0,0,0,0,145000,12,1965,55,1.740362689,4,9,3,4,3,23,1.73239376,0
Sawyer,1216,1,180,374,340,1,894,894,0,894,0,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,125000,10,1966,54,1.73239376,5,5,3,3,3,19,1.602059991,0
Sawyer,1217,0,0,0,0,0,0,1318,584,1902,0,0,2,0,4,2,2,8,2,0,0,0.01,0,0,0,0,112000,15,1978,42,1.62324929,6,5,3,3,3,20,1.653212514,0
Sawyer,1222,1,250,492,210,1,952,1211,0,1211,0,0,1,0,3,1,1,5,1,0,63,1.799340549,0,0,0,0,134000,9,1968,52,1.716003344,5,5,3,3,3,19,1.602059991,0
Sawyer,1231,1,498,211,652,1,1361,1361,1259,2620,0,0,2,2,4,3,2,12,2,155,24,1.380211242,145,0,0,0,190000,5,1977,43,1.633468456,5,5,3,3,3,19,1.602059991,145
Sawyer,1273,1,560,375,0,1,935,935,0,935,1,0,1,0,3,1,1,5,1,180,0,0.01,0,0,0,0,137000,9,1965,55,1.740362689,5,6,3,3,3,20,1.653212514,0
Sawyer,1384,0,0,0,816,1,816,1416,0,1416,0,0,2,0,3,2,1,7,2,0,0,0.01,112,0,0,0,112000,12,1918,102,2.008600172,5,7,3,4,4,23,1.740362689,112
Sawyer,1446,1,187,627,0,1,814,913,0,913,1,0,1,0,3,1,1,6,1,0,0,0.01,252,0,0,0,129000,9,1966,54,1.73239376,6,5,3,3,3,20,1.653212514,252
SawyerW,19,1,646,0,468,1,1114,1114,0,1114,1,0,1,1,3,1.5,1,6,2,0,102,2.008600172,0,0,0,0,159000,8,2004,16,1.204119983,5,5,3,3,4,20,1.62324929,0
SawyerW,43,1,747,93,0,1,840,884,0,884,1,0,1,0,2,1,1,5,2,240,0,0.01,0,0,0,0,144000,9,1983,37,1.568201724,5,7,3,3,4,22,1.716003344,0
SawyerW,61,1,941,0,217,1,1158,1158,0,1158,1,0,1,1,3,1.5,1,5,2,0,50,1.698970004,0,0,0,0,158000,8,2004,16,1.204119983,6,5,3,3,4,21,1.672097858,0
SawyerW,102,0,0,0,741,1,741,977,755,1732,0,0,2,1,3,2.5,1,7,2,192,46,1.662757832,0,0,0,0,178000,9,1985,35,1.544068044,6,5,4,3,4,22,1.698970004,0
SawyerW,103,0,0,0,0,0,0,1535,0,1535,0,0,2,0,4,2,2,8,2,0,0,0.01,0,0,0,0,118964,16,1979,41,1.612783857,5,5,3,2,3,18,1.568201724,0
SawyerW,119,1,1470,0,203,1,1673,1699,1523,3222,1,0,3,0,5,3,1,11,3,367,0,0.01,0,0,0,0,320000,8,1990,30,1.477121255,7,5,3,3,4,22,1.716003344,0
SawyerW,124,1,300,0,899,1,1199,1199,0,1199,0,0,2,0,2,2,1,5,2,0,63,1.799340549,0,0,0,0,153900,10,1993,27,1.431363764,6,5,4,3,4,22,1.698970004,0
SawyerW,149,1,680,0,400,1,1080,1080,0,1080,1,0,1,0,3,1,1,6,0,0,0,0.01,0,0,0,0,141000,11,2004,16,1.204119983,7,5,3,3,4,22,1.716003344,0
SawyerW,189,1,1086,0,0,1,1086,1224,0,1224,2,0,0,2,2,1,2,6,2,120,0,0.01,0,0,0,0,153337,10,1979,41,1.612783857,5,5,3,3,3,19,1.602059991,0
SawyerW,209,1,1065,0,92,1,1157,1180,882,2062,1,0,2,1,3,2.5,1,7,2,60,55,1.740362689,0,0,154,0,277000,5,1988,32,1.505149978,7,5,4,3,3,22,1.72427587,154
SawyerW,238,1,402,0,594,1,996,1014,730,1744,0,0,2,1,3,2.5,1,7,2,370,70,1.84509804,0,238,0,0,194500,6,1993,27,1.431363764,7,7,4,3,4,25,1.838849091,238
SawyerW,244,0,0,0,626,1,626,626,591,1217,0,0,1,1,3,1.5,1,6,1,0,28,1.447158031,0,0,0,0,120000,10,1980,40,1.602059991,6,6,3,3,3,21,1.707570176,0
SawyerW,245,1,695,0,253,1,948,1222,888,2110,1,0,2,1,3,2.5,1,8,2,0,130,2.113943352,0,0,0,0,205000,7,1994,26,1.414973348,7,5,4,3,4,23,1.740362689,0
SawyerW,253,0,0,0,798,1,798,798,842,1640,0,0,2,1,3,2.5,1,6,2,138,45,1.653212514,0,0,0,0,173000,9,2004,16,1.204119983,6,5,4,3,4,22,1.698970004,0
SawyerW,281,1,421,0,386,1,807,1175,807,1982,0,0,2,1,3,2.5,1,7,2,0,84,1.924279286,0,196,0,0,228500,7,1989,31,1.491361694,7,6,4,3,4,24,1.792391689,196
SawyerW,285,1,430,0,1145,1,1575,1575,0,1575,1,0,2,0,2,2,1,5,2,0,0,0.01,52,0,0,0,179200,9,1992,28,1.447158031,6,5,4,3,4,22,1.698970004,52
SawyerW,307,1,700,0,0,1,700,1122,1121,2243,1,0,2,1,4,2.5,1,8,3,127,44,1.643452676,224,0,0,0,225000,6,1990,30,1.477121255,7,5,4,3,4,23,1.740362689,224
SawyerW,323,1,28,1474,0,1,1502,1553,1177,2730,1,0,2,1,4,2.5,1,8,2,201,96,1.982271233,0,0,0,0,301000,6,1986,34,1.531478917,7,5,4,3,4,23,1.740362689,0
SawyerW,342,0,0,0,721,1,721,841,0,841,0,0,1,0,2,1,1,4,1,250,0,0.01,24,0,0,0,82000,11,1950,70,1.84509804,4,4,2,2,3,15,1.414973348,24
SawyerW,373,1,623,121,0,1,744,752,0,752,1,0,1,0,2,1,1,4,1,353,0,0.01,0,0,90,0,125000,8,1984,36,1.556302501,6,5,3,3,3,20,1.653212514,90
SawyerW,384,0,0,0,784,1,784,784,0,784,0,0,1,0,2,1,1,5,2,0,0,0.01,91,0,0,0,76000,12,1928,92,1.963787827,6,3,3,3,3,18,1.51851394,91
SawyerW,415,1,50,531,499,1,1080,1080,1017,2097,0,1,2,1,3,2.5,1,9,3,196,187,2.271841607,0,0,0,0,228000,5,1993,27,1.431363764,7,5,4,3,4,23,1.740362689,0
SawyerW,427,1,1518,0,0,1,1518,1644,0,1644,1,1,2,0,2,2,1,5,2,80,0,0.01,0,0,396,0,275000,8,1989,31,1.491361694,7,5,4,3,4,23,1.740362689,396
SawyerW,470,1,426,0,406,1,832,832,878,1710,0,0,2,1,3,2.5,1,7,2,144,70,1.84509804,0,0,0,0,187000,7,1993,27,1.431363764,6,5,4,3,4,22,1.698970004,0
SawyerW,507,1,380,0,397,1,777,1065,846,1911,0,0,2,1,3,2.5,1,8,2,182,81,1.908485019,0,0,0,0,215000,7,1993,27,1.431363764,8,5,4,3,4,24,1.77815125,0
SawyerW,569,1,1441,0,55,1,1496,1496,636,2132,1,0,1,1,1,1.5,1,5,2,349,40,1.602059991,0,0,0,0,316600,6,1983,37,1.568201724,8,8,4,3,4,27,1.924279286,0
SawyerW,603,1,789,0,119,1,908,927,988,1915,1,0,2,1,3,2.5,1,8,2,120,150,2.176091259,0,0,0,0,220000,6,1992,28,1.447158031,8,5,4,3,4,24,1.77815125,0
SawyerW,668,1,1138,0,270,1,1408,1679,0,1679,1,0,2,0,3,2,1,7,2,224,42,1.62324929,0,0,0,0,193500,8,1994,26,1.414973348,6,5,3,3,4,21,1.672097858,0
SawyerW,681,1,543,119,261,1,923,923,0,923,0,0,2,0,2,2,1,5,1,80,0,0.01,0,0,0,0,143000,9,1980,40,1.602059991,6,5,3,3,3,20,1.653212514,0
SawyerW,743,0,0,0,1349,1,1349,1349,0,1349,0,0,2,0,3,2,1,6,2,120,55,1.740362689,0,0,0,0,179000,11,2000,20,1.301029996,7,5,3,3,3,21,1.698970004,0
SawyerW,779,0,0,0,0,0,0,2020,0,2020,0,0,2,0,4,2,2,10,2,0,0,0.01,0,0,0,0,144000,16,1977,43,1.633468456,5,5,3,3,3,19,1.602059991,0
SawyerW,782,1,387,0,374,1,761,810,793,1603,0,0,2,1,3,2.5,1,7,2,0,124,2.093421685,0,0,0,0,175900,8,1992,28,1.447158031,6,5,4,4,4,23,1.73239376,0
SawyerW,788,1,656,0,300,1,956,956,1128,2084,1,0,2,1,4,2.5,1,8,2,0,45,1.653212514,0,0,0,0,233000,7,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
SawyerW,796,0,0,0,650,1,650,888,676,1564,0,0,2,1,3,2.5,1,7,2,0,50,1.698970004,0,0,204,0,171000,9,1980,40,1.602059991,6,6,3,3,3,21,1.707570176,204
SawyerW,828,1,20,0,1434,1,1454,1434,0,1434,0,0,2,0,3,2,1,6,2,290,39,1.591064607,0,0,0,0,189000,9,2001,19,1.278753601,7,5,4,3,4,23,1.740362689,0
SawyerW,847,1,513,0,227,1,740,1006,769,1775,1,0,2,1,3,2.5,1,7,2,234,72,1.857332496,192,0,0,0,213000,5,1993,27,1.431363764,7,5,4,3,4,23,1.740362689,192
SawyerW,863,1,338,0,702,1,1040,1097,0,1097,0,0,2,0,3,2,1,6,2,0,0,0.01,0,0,0,0,152000,11,1984,36,1.556302501,6,5,3,3,3,20,1.653212514,0
